Yil,Ay,Gun,Saat,Basel
Y2018,Ocak,D28,T1200,0.0
Y2018,Ocak,D28,T1300,0.0
Y2018,Ocak,D28,T1400,0.0
Y2018,Ocak,D28,T1500,0.0
Y2018,Ocak,D28,T1600,0.2
Y2018,Ocak,D28,T1700,0.1
Y2018,Ocak,D28,T1800,0.1
Y2018,Ocak,D28,T1900,0.0
Y2018,Ocak,D28,T2000,0.0
Y2018,Ocak,D28,T2100,0.0
Y2018,Ocak,D28,T2200,0.0
Y2018,Ocak,D28,T2300,0.0
Y2018,Ocak,D29,T0000,0.1
Y2018,Ocak,D29,T0100,0.0
Y2018,Ocak,D29,T0200,0.1
Y2018,Ocak,D29,T0300,0.0
Y2018,Ocak,D29,T0400,0.0
Y2018,Ocak,D29,T0500,0.0
Y2018,Ocak,D29,T0600,0.1
Y2018,Ocak,D29,T0700,0.0
Y2018,Ocak,D29,T0800,0.0
Y2018,Ocak,D29,T0900,0.0
Y2018,Ocak,D29,T1000,0.0
Y2018,Ocak,D29,T1100,0.0
Y2018,Ocak,D29,T1200,0.0
Y2018,Ocak,D29,T1300,0.0
Y2018,Ocak,D29,T1400,0.0
Y2018,Ocak,D29,T1500,0.0
Y2018,Ocak,D29,T1600,0.0
Y2018,Ocak,D29,T1700,0.0
Y2018,Ocak,D29,T1800,0.0
Y2018,Ocak,D29,T1900,0.0
Y2018,Ocak,D29,T2000,0.0
Y2018,Ocak,D29,T2100,0.0
Y2018,Ocak,D29,T2200,0.1
Y2018,Ocak,D29,T2300,0.0
Y2018,Ocak,D30,T0000,0.0
Y2018,Ocak,D30,T0100,0.0
Y2018,Ocak,D30,T0200,0.0
Y2018,Ocak,D30,T0300,0.0
Y2018,Ocak,D30,T0400,0.0
Y2018,Ocak,D30,T0500,0.1
Y2018,Ocak,D30,T0600,0.0
Y2018,Ocak,D30,T0700,0.1
Y2018,Ocak,D30,T0800,0.0
Y2018,Ocak,D30,T0900,0.0
Y2018,Ocak,D30,T1000,0.0
Y2018,Ocak,D30,T1100,0.0
Y2018,Ocak,D30,T1200,0.0
Y2018,Ocak,D30,T1300,0.0
Y2018,Ocak,D30,T1400,0.0
Y2018,Ocak,D30,T1500,0.0
Y2018,Ocak,D30,T1600,0.0
Y2018,Ocak,D30,T1700,0.0
Y2018,Ocak,D30,T1800,0.0
Y2018,Ocak,D30,T1900,0.0
Y2018,Ocak,D30,T2000,0.0
Y2018,Ocak,D30,T2100,0.0
Y2018,Ocak,D30,T2200,0.0
Y2018,Ocak,D30,T2300,0.0
Y2018,Ocak,D31,T0000,0.0
Y2018,Ocak,D31,T0100,0.0
Y2018,Ocak,D31,T0200,0.0
Y2018,Ocak,D31,T0300,0.0
Y2018,Ocak,D31,T0400,0.0
Y2018,Ocak,D31,T0500,0.0
Y2018,Ocak,D31,T0600,0.0
Y2018,Ocak,D31,T0700,0.0
Y2018,Ocak,D31,T0800,0.0
Y2018,Ocak,D31,T0900,0.0
Y2018,Ocak,D31,T1000,0.0
Y2018,Ocak,D31,T1100,0.0
Y2018,Ocak,D31,T1200,0.0
Y2018,Ocak,D31,T1300,0.0
Y2018,Ocak,D31,T1400,0.0
Y2018,Ocak,D31,T1500,0.0
Y2018,Ocak,D31,T1600,0.0
Y2018,Ocak,D31,T1700,0.0
Y2018,Ocak,D31,T1800,0.4
Y2018,Ocak,D31,T1900,1.2
Y2018,Ocak,D31,T2000,1.2
Y2018,Ocak,D31,T2100,1.6
Y2018,Ocak,D31,T2200,1.9
Y2018,Ocak,D31,T2300,1.9
Y2018,Şubat,D01,T0000,1.9
Y2018,Şubat,D01,T0100,1.8
Y2018,Şubat,D01,T0200,1.7
Y2018,Şubat,D01,T0300,1.8
Y2018,Şubat,D01,T0400,1.7
Y2018,Şubat,D01,T0500,1.3
Y2018,Şubat,D01,T0600,0.7
Y2018,Şubat,D01,T0700,0.7
Y2018,Şubat,D01,T0800,0.4
Y2018,Şubat,D01,T0900,0.1
Y2018,Şubat,D01,T1000,0.0
Y2018,Şubat,D01,T1100,0.0
Y2018,Şubat,D01,T1200,0.0
Y2018,Şubat,D01,T1300,0.0
Y2018,Şubat,D01,T1400,0.0
Y2018,Şubat,D01,T1500,0.0
Y2018,Şubat,D01,T1600,0.0
Y2018,Şubat,D01,T1700,0.0
Y2018,Şubat,D01,T1800,0.0
Y2018,Şubat,D01,T1900,0.0
Y2018,Şubat,D01,T2000,0.0
Y2018,Şubat,D01,T2100,0.0
Y2018,Şubat,D01,T2200,0.0
Y2018,Şubat,D01,T2300,0.0
Y2018,Şubat,D02,T0000,0.0
Y2018,Şubat,D02,T0100,0.0
Y2018,Şubat,D02,T0200,0.0
Y2018,Şubat,D02,T0300,0.0
Y2018,Şubat,D02,T0400,0.0
Y2018,Şubat,D02,T0500,0.0
Y2018,Şubat,D02,T0600,0.0
Y2018,Şubat,D02,T0700,0.0
Y2018,Şubat,D02,T0800,0.0
Y2018,Şubat,D02,T0900,0.0
Y2018,Şubat,D02,T1000,0.0
Y2018,Şubat,D02,T1100,0.0
Y2018,Şubat,D02,T1200,0.0
Y2018,Şubat,D02,T1300,0.0
Y2018,Şubat,D02,T1400,0.0
Y2018,Şubat,D02,T1500,0.0
Y2018,Şubat,D02,T1600,0.0
Y2018,Şubat,D02,T1700,0.0
Y2018,Şubat,D02,T1800,0.0
Y2018,Şubat,D02,T1900,0.0
Y2018,Şubat,D02,T2000,0.0
Y2018,Şubat,D02,T2100,0.0
Y2018,Şubat,D02,T2200,0.0
Y2018,Şubat,D02,T2300,0.0
Y2018,Şubat,D03,T0000,0.0
Y2018,Şubat,D03,T0100,0.0
Y2018,Şubat,D03,T0200,0.0
Y2018,Şubat,D03,T0300,0.0
Y2018,Şubat,D03,T0400,0.0
Y2018,Şubat,D03,T0500,0.0
Y2018,Şubat,D03,T0600,0.0
Y2018,Şubat,D03,T0700,0.1
Y2018,Şubat,D03,T0800,0.0
Y2018,Şubat,D03,T0900,0.1
Y2018,Şubat,D03,T1000,0.0
Y2018,Şubat,D03,T1100,0.0
Y2018,Şubat,D03,T1200,0.0
Y2018,Şubat,D03,T1300,0.0
Y2018,Şubat,D03,T1400,0.0
Y2018,Şubat,D03,T1500,0.0
Y2018,Şubat,D03,T1600,0.0
Y2018,Şubat,D03,T1700,0.0
Y2018,Şubat,D03,T1800,0.0
Y2018,Şubat,D03,T1900,0.0
Y2018,Şubat,D03,T2000,0.0
Y2018,Şubat,D03,T2100,0.0
Y2018,Şubat,D03,T2200,0.0
Y2018,Şubat,D03,T2300,0.0
Y2018,Şubat,D04,T0000,0.0
Y2018,Şubat,D04,T0100,0.0
Y2018,Şubat,D04,T0200,0.0
Y2018,Şubat,D04,T0300,0.0
Y2018,Şubat,D04,T0400,0.0
Y2018,Şubat,D04,T0500,0.0
Y2018,Şubat,D04,T0600,0.0
Y2018,Şubat,D04,T0700,0.0
Y2018,Şubat,D04,T0800,0.0
Y2018,Şubat,D04,T0900,0.0
Y2018,Şubat,D04,T1000,0.0
Y2018,Şubat,D04,T1100,0.0
Y2018,Şubat,D04,T1200,0.0
Y2018,Şubat,D04,T1300,0.0
Y2018,Şubat,D04,T1400,0.0
Y2018,Şubat,D04,T1500,0.0
Y2018,Şubat,D04,T1600,0.1
Y2018,Şubat,D04,T1700,0.0
Y2018,Şubat,D04,T1800,0.1
Y2018,Şubat,D04,T1900,0.0
Y2018,Şubat,D04,T2000,0.0
Y2018,Şubat,D04,T2100,0.0
Y2018,Şubat,D04,T2200,0.0
Y2018,Şubat,D04,T2300,0.0
Y2018,Şubat,D05,T0000,0.0
Y2018,Şubat,D05,T0100,0.0
Y2018,Şubat,D05,T0200,0.0
Y2018,Şubat,D05,T0300,0.0
Y2018,Şubat,D05,T0400,0.0
Y2018,Şubat,D05,T0500,0.0
Y2018,Şubat,D05,T0600,0.0
Y2018,Şubat,D05,T0700,0.0
Y2018,Şubat,D05,T0800,0.0
Y2018,Şubat,D05,T0900,0.0
Y2018,Şubat,D05,T1000,0.0
Y2018,Şubat,D05,T1100,0.0
Y2018,Şubat,D05,T1200,0.0
Y2018,Şubat,D05,T1300,0.0
Y2018,Şubat,D05,T1400,0.0
Y2018,Şubat,D05,T1500,0.0
Y2018,Şubat,D05,T1600,0.0
Y2018,Şubat,D05,T1700,0.0
Y2018,Şubat,D05,T1800,0.0
Y2018,Şubat,D05,T1900,0.0
Y2018,Şubat,D05,T2000,0.0
Y2018,Şubat,D05,T2100,0.0
Y2018,Şubat,D05,T2200,0.0
Y2018,Şubat,D05,T2300,0.0
Y2018,Şubat,D06,T0000,0.0
Y2018,Şubat,D06,T0100,0.0
Y2018,Şubat,D06,T0200,0.0
Y2018,Şubat,D06,T0300,0.0
Y2018,Şubat,D06,T0400,0.0
Y2018,Şubat,D06,T0500,0.0
Y2018,Şubat,D06,T0600,0.0
Y2018,Şubat,D06,T0700,0.2
Y2018,Şubat,D06,T0800,0.0
Y2018,Şubat,D06,T0900,0.0
Y2018,Şubat,D06,T1000,0.0
Y2018,Şubat,D06,T1100,0.0
Y2018,Şubat,D06,T1200,0.0
Y2018,Şubat,D06,T1300,0.0
Y2018,Şubat,D06,T1400,0.0
Y2018,Şubat,D06,T1500,0.0
Y2018,Şubat,D06,T1600,0.0
Y2018,Şubat,D06,T1700,0.0
Y2018,Şubat,D06,T1800,0.0
Y2018,Şubat,D06,T1900,0.2
Y2018,Şubat,D06,T2000,0.0
Y2018,Şubat,D06,T2100,0.0
Y2018,Şubat,D06,T2200,0.0
Y2018,Şubat,D06,T2300,0.0
Y2018,Şubat,D07,T0000,0.0
Y2018,Şubat,D07,T0100,0.0
Y2018,Şubat,D07,T0200,0.0
Y2018,Şubat,D07,T0300,0.0
Y2018,Şubat,D07,T0400,0.0
Y2018,Şubat,D07,T0500,0.0
Y2018,Şubat,D07,T0600,0.0
Y2018,Şubat,D07,T0700,0.0
Y2018,Şubat,D07,T0800,0.0
Y2018,Şubat,D07,T0900,0.1
Y2018,Şubat,D07,T1000,0.0
Y2018,Şubat,D07,T1100,0.0
Y2018,Şubat,D07,T1200,0.0
Y2018,Şubat,D07,T1300,0.0
Y2018,Şubat,D07,T1400,0.0
Y2018,Şubat,D07,T1500,0.0
Y2018,Şubat,D07,T1600,0.0
Y2018,Şubat,D07,T1700,0.0
Y2018,Şubat,D07,T1800,0.0
Y2018,Şubat,D07,T1900,0.0
Y2018,Şubat,D07,T2000,0.0
Y2018,Şubat,D07,T2100,0.0
Y2018,Şubat,D07,T2200,0.0
Y2018,Şubat,D07,T2300,0.0
Y2018,Şubat,D08,T0000,0.0
Y2018,Şubat,D08,T0100,0.0
Y2018,Şubat,D08,T0200,0.0
Y2018,Şubat,D08,T0300,0.0
Y2018,Şubat,D08,T0400,0.0
Y2018,Şubat,D08,T0500,0.0
Y2018,Şubat,D08,T0600,0.0
Y2018,Şubat,D08,T0700,0.3
Y2018,Şubat,D08,T0800,0.2
Y2018,Şubat,D08,T0900,0.1
Y2018,Şubat,D08,T1000,0.0
Y2018,Şubat,D08,T1100,0.0
Y2018,Şubat,D08,T1200,0.0
Y2018,Şubat,D08,T1300,0.0
Y2018,Şubat,D08,T1400,0.0
Y2018,Şubat,D08,T1500,0.0
Y2018,Şubat,D08,T1600,0.0
Y2018,Şubat,D08,T1700,0.0
Y2018,Şubat,D08,T1800,0.0
Y2018,Şubat,D08,T1900,0.0
Y2018,Şubat,D08,T2000,0.0
Y2018,Şubat,D08,T2100,0.0
Y2018,Şubat,D08,T2200,0.0
Y2018,Şubat,D08,T2300,0.0
Y2018,Şubat,D09,T0000,0.0
Y2018,Şubat,D09,T0100,0.0
Y2018,Şubat,D09,T0200,0.0
Y2018,Şubat,D09,T0300,0.0
Y2018,Şubat,D09,T0400,0.0
Y2018,Şubat,D09,T0500,0.0
Y2018,Şubat,D09,T0600,0.0
Y2018,Şubat,D09,T0700,0.0
Y2018,Şubat,D09,T0800,0.0
Y2018,Şubat,D09,T0900,0.0
Y2018,Şubat,D09,T1000,0.0
Y2018,Şubat,D09,T1100,0.0
Y2018,Şubat,D09,T1200,0.0
Y2018,Şubat,D09,T1300,0.0
Y2018,Şubat,D09,T1400,0.0
Y2018,Şubat,D09,T1500,0.0
Y2018,Şubat,D09,T1600,0.0
Y2018,Şubat,D09,T1700,0.0
Y2018,Şubat,D09,T1800,0.0
Y2018,Şubat,D09,T1900,0.0
Y2018,Şubat,D09,T2000,0.0
Y2018,Şubat,D09,T2100,0.0
Y2018,Şubat,D09,T2200,0.0
Y2018,Şubat,D09,T2300,0.0
Y2018,Şubat,D10,T0000,0.0
Y2018,Şubat,D10,T0100,0.0
Y2018,Şubat,D10,T0200,0.0
Y2018,Şubat,D10,T0300,0.0
Y2018,Şubat,D10,T0400,0.0
Y2018,Şubat,D10,T0500,0.0
Y2018,Şubat,D10,T0600,0.0
Y2018,Şubat,D10,T0700,0.0
Y2018,Şubat,D10,T0800,0.0
Y2018,Şubat,D10,T0900,0.0
Y2018,Şubat,D10,T1000,0.0
Y2018,Şubat,D10,T1100,0.0
Y2018,Şubat,D10,T1200,0.0
Y2018,Şubat,D10,T1300,0.0
Y2018,Şubat,D10,T1400,0.0
Y2018,Şubat,D10,T1500,0.0
Y2018,Şubat,D10,T1600,0.0
Y2018,Şubat,D10,T1700,0.0
Y2018,Şubat,D10,T1800,0.0
Y2018,Şubat,D10,T1900,0.0
Y2018,Şubat,D10,T2000,0.0
Y2018,Şubat,D10,T2100,0.0
Y2018,Şubat,D10,T2200,0.0
Y2018,Şubat,D10,T2300,0.0
Y2018,Şubat,D11,T0000,0.0
Y2018,Şubat,D11,T0100,0.0
Y2018,Şubat,D11,T0200,0.0
Y2018,Şubat,D11,T0300,0.0
Y2018,Şubat,D11,T0400,0.0
Y2018,Şubat,D11,T0500,0.0
Y2018,Şubat,D11,T0600,0.0
Y2018,Şubat,D11,T0700,0.0
Y2018,Şubat,D11,T0800,0.2
Y2018,Şubat,D11,T0900,0.3
Y2018,Şubat,D11,T1000,0.2
Y2018,Şubat,D11,T1100,0.2
Y2018,Şubat,D11,T1200,0.1
Y2018,Şubat,D11,T1300,0.2
Y2018,Şubat,D11,T1400,0.3
Y2018,Şubat,D11,T1500,0.4
Y2018,Şubat,D11,T1600,0.4
Y2018,Şubat,D11,T1700,0.4
Y2018,Şubat,D11,T1800,0.2
Y2018,Şubat,D11,T1900,0.2
Y2018,Şubat,D11,T2000,0.0
Y2018,Şubat,D11,T2100,0.0
Y2018,Şubat,D11,T2200,0.2
Y2018,Şubat,D11,T2300,0.4
Y2018,Şubat,D12,T0000,0.6
Y2018,Şubat,D12,T0100,0.5
Y2018,Şubat,D12,T0200,0.3
Y2018,Şubat,D12,T0300,0.0
Y2018,Şubat,D12,T0400,0.0
Y2018,Şubat,D12,T0500,0.0
Y2018,Şubat,D12,T0600,0.0
Y2018,Şubat,D12,T0700,0.4
Y2018,Şubat,D12,T0800,0.0
Y2018,Şubat,D12,T0900,0.0
Y2018,Şubat,D12,T1000,0.0
Y2018,Şubat,D12,T1100,0.1
Y2018,Şubat,D12,T1200,0.0
Y2018,Şubat,D12,T1300,0.0
Y2018,Şubat,D12,T1400,0.0
Y2018,Şubat,D12,T1500,0.0
Y2018,Şubat,D12,T1600,0.1
Y2018,Şubat,D12,T1700,0.0
Y2018,Şubat,D12,T1800,0.0
Y2018,Şubat,D12,T1900,0.0
Y2018,Şubat,D12,T2000,0.0
Y2018,Şubat,D12,T2100,0.0
Y2018,Şubat,D12,T2200,0.0
Y2018,Şubat,D12,T2300,0.0
Y2018,Şubat,D13,T0000,0.0
Y2018,Şubat,D13,T0100,0.0
Y2018,Şubat,D13,T0200,0.0
Y2018,Şubat,D13,T0300,0.0
Y2018,Şubat,D13,T0400,0.0
Y2018,Şubat,D13,T0500,0.0
Y2018,Şubat,D13,T0600,0.0
Y2018,Şubat,D13,T0700,0.0
Y2018,Şubat,D13,T0800,0.0
Y2018,Şubat,D13,T0900,0.0
Y2018,Şubat,D13,T1000,0.0
Y2018,Şubat,D13,T1100,0.0
Y2018,Şubat,D13,T1200,0.0
Y2018,Şubat,D13,T1300,0.0
Y2018,Şubat,D13,T1400,0.0
Y2018,Şubat,D13,T1500,0.0
Y2018,Şubat,D13,T1600,0.0
Y2018,Şubat,D13,T1700,0.0
Y2018,Şubat,D13,T1800,0.0
Y2018,Şubat,D13,T1900,0.0
Y2018,Şubat,D13,T2000,0.0
Y2018,Şubat,D13,T2100,0.0
Y2018,Şubat,D13,T2200,0.0
Y2018,Şubat,D13,T2300,0.0
Y2018,Şubat,D14,T0000,0.0
Y2018,Şubat,D14,T0100,0.0
Y2018,Şubat,D14,T0200,0.0
Y2018,Şubat,D14,T0300,0.0
Y2018,Şubat,D14,T0400,0.0
Y2018,Şubat,D14,T0500,0.0
Y2018,Şubat,D14,T0600,0.0
Y2018,Şubat,D14,T0700,0.0
Y2018,Şubat,D14,T0800,0.0
Y2018,Şubat,D14,T0900,0.0
Y2018,Şubat,D14,T1000,0.0
Y2018,Şubat,D14,T1100,0.0
Y2018,Şubat,D14,T1200,0.0
Y2018,Şubat,D14,T1300,0.0
Y2018,Şubat,D14,T1400,0.0
Y2018,Şubat,D14,T1500,0.0
Y2018,Şubat,D14,T1600,0.0
Y2018,Şubat,D14,T1700,0.0
Y2018,Şubat,D14,T1800,0.0
Y2018,Şubat,D14,T1900,0.0
Y2018,Şubat,D14,T2000,0.0
Y2018,Şubat,D14,T2100,0.0
Y2018,Şubat,D14,T2200,0.0
Y2018,Şubat,D14,T2300,0.0
Y2018,Şubat,D15,T0000,0.0
Y2018,Şubat,D15,T0100,0.0
Y2018,Şubat,D15,T0200,0.0
Y2018,Şubat,D15,T0300,0.0
Y2018,Şubat,D15,T0400,0.1
Y2018,Şubat,D15,T0500,0.4
Y2018,Şubat,D15,T0600,0.6
Y2018,Şubat,D15,T0700,0.6
Y2018,Şubat,D15,T0800,0.6
Y2018,Şubat,D15,T0900,0.7
Y2018,Şubat,D15,T1000,0.4
Y2018,Şubat,D15,T1100,0.5
Y2018,Şubat,D15,T1200,0.4
Y2018,Şubat,D15,T1300,0.3
Y2018,Şubat,D15,T1400,0.3
Y2018,Şubat,D15,T1500,0.2
Y2018,Şubat,D15,T1600,0.2
Y2018,Şubat,D15,T1700,0.2
Y2018,Şubat,D15,T1800,0.1
Y2018,Şubat,D15,T1900,0.3
Y2018,Şubat,D15,T2000,0.6
Y2018,Şubat,D15,T2100,0.7
Y2018,Şubat,D15,T2200,0.6
Y2018,Şubat,D15,T2300,0.3
Y2018,Şubat,D16,T0000,0.2
Y2018,Şubat,D16,T0100,0.3
Y2018,Şubat,D16,T0200,0.4
Y2018,Şubat,D16,T0300,0.7
Y2018,Şubat,D16,T0400,0.3
Y2018,Şubat,D16,T0500,0.2
Y2018,Şubat,D16,T0600,0.2
Y2018,Şubat,D16,T0700,0.4
Y2018,Şubat,D16,T0800,0.3
Y2018,Şubat,D16,T0900,0.2
Y2018,Şubat,D16,T1000,0.1
Y2018,Şubat,D16,T1100,0.0
Y2018,Şubat,D16,T1200,0.0
Y2018,Şubat,D16,T1300,0.0
Y2018,Şubat,D16,T1400,0.0
Y2018,Şubat,D16,T1500,0.0
Y2018,Şubat,D16,T1600,0.0
Y2018,Şubat,D16,T1700,0.0
Y2018,Şubat,D16,T1800,0.0
Y2018,Şubat,D16,T1900,0.0
Y2018,Şubat,D16,T2000,0.0
Y2018,Şubat,D16,T2100,0.0
Y2018,Şubat,D16,T2200,0.0
Y2018,Şubat,D16,T2300,0.0
Y2018,Şubat,D17,T0000,0.0
Y2018,Şubat,D17,T0100,0.0
Y2018,Şubat,D17,T0200,0.0
Y2018,Şubat,D17,T0300,0.0
Y2018,Şubat,D17,T0400,0.2
Y2018,Şubat,D17,T0500,0.4
Y2018,Şubat,D17,T0600,0.7
Y2018,Şubat,D17,T0700,1.6
Y2018,Şubat,D17,T0800,1.9
Y2018,Şubat,D17,T0900,2.4
Y2018,Şubat,D17,T1000,2.6
Y2018,Şubat,D17,T1100,1.8
Y2018,Şubat,D17,T1200,1.1
Y2018,Şubat,D17,T1300,0.9
Y2018,Şubat,D17,T1400,0.8
Y2018,Şubat,D17,T1500,0.8
Y2018,Şubat,D17,T1600,0.7
Y2018,Şubat,D17,T1700,0.7
Y2018,Şubat,D17,T1800,0.7
Y2018,Şubat,D17,T1900,0.8
Y2018,Şubat,D17,T2000,0.7
Y2018,Şubat,D17,T2100,0.5
Y2018,Şubat,D17,T2200,0.3
Y2018,Şubat,D17,T2300,0.1
Y2018,Şubat,D18,T0000,0.0
Y2018,Şubat,D18,T0100,0.0
Y2018,Şubat,D18,T0200,0.0
Y2018,Şubat,D18,T0300,0.0
Y2018,Şubat,D18,T0400,0.0
Y2018,Şubat,D18,T0500,0.0
Y2018,Şubat,D18,T0600,0.0
Y2018,Şubat,D18,T0700,0.0
Y2018,Şubat,D18,T0800,0.0
Y2018,Şubat,D18,T0900,0.0
Y2018,Şubat,D18,T1000,0.0
Y2018,Şubat,D18,T1100,0.0
Y2018,Şubat,D18,T1200,0.0
Y2018,Şubat,D18,T1300,0.0
Y2018,Şubat,D18,T1400,0.0
Y2018,Şubat,D18,T1500,0.0
Y2018,Şubat,D18,T1600,0.0
Y2018,Şubat,D18,T1700,0.0
Y2018,Şubat,D18,T1800,0.0
Y2018,Şubat,D18,T1900,0.0
Y2018,Şubat,D18,T2000,0.0
Y2018,Şubat,D18,T2100,0.0
Y2018,Şubat,D18,T2200,0.0
Y2018,Şubat,D18,T2300,0.0
Y2018,Şubat,D19,T0000,0.0
Y2018,Şubat,D19,T0100,0.0
Y2018,Şubat,D19,T0200,0.0
Y2018,Şubat,D19,T0300,0.0
Y2018,Şubat,D19,T0400,0.0
Y2018,Şubat,D19,T0500,0.0
Y2018,Şubat,D19,T0600,0.0
Y2018,Şubat,D19,T0700,0.0
Y2018,Şubat,D19,T0800,0.0
Y2018,Şubat,D19,T0900,0.0
Y2018,Şubat,D19,T1000,0.0
Y2018,Şubat,D19,T1100,0.0
Y2018,Şubat,D19,T1200,0.0
Y2018,Şubat,D19,T1300,0.0
Y2018,Şubat,D19,T1400,0.0
Y2018,Şubat,D19,T1500,0.0
Y2018,Şubat,D19,T1600,0.0
Y2018,Şubat,D19,T1700,0.0
Y2018,Şubat,D19,T1800,0.0
Y2018,Şubat,D19,T1900,0.0
Y2018,Şubat,D19,T2000,0.0
Y2018,Şubat,D19,T2100,0.0
Y2018,Şubat,D19,T2200,0.0
Y2018,Şubat,D19,T2300,0.0
Y2018,Şubat,D20,T0000,0.0
Y2018,Şubat,D20,T0100,0.0
Y2018,Şubat,D20,T0200,0.0
Y2018,Şubat,D20,T0300,0.0
Y2018,Şubat,D20,T0400,0.0
Y2018,Şubat,D20,T0500,0.0
Y2018,Şubat,D20,T0600,0.0
Y2018,Şubat,D20,T0700,0.0
Y2018,Şubat,D20,T0800,0.0
Y2018,Şubat,D20,T0900,0.0
Y2018,Şubat,D20,T1000,0.0
Y2018,Şubat,D20,T1100,0.0
Y2018,Şubat,D20,T1200,0.0
Y2018,Şubat,D20,T1300,0.0
Y2018,Şubat,D20,T1400,0.0
Y2018,Şubat,D20,T1500,0.0
Y2018,Şubat,D20,T1600,0.0
Y2018,Şubat,D20,T1700,0.0
Y2018,Şubat,D20,T1800,0.0
Y2018,Şubat,D20,T1900,0.0
Y2018,Şubat,D20,T2000,0.0
Y2018,Şubat,D20,T2100,0.0
Y2018,Şubat,D20,T2200,0.0
Y2018,Şubat,D20,T2300,0.0
Y2018,Şubat,D21,T0000,0.0
Y2018,Şubat,D21,T0100,0.0
Y2018,Şubat,D21,T0200,0.0
Y2018,Şubat,D21,T0300,0.0
Y2018,Şubat,D21,T0400,0.0
Y2018,Şubat,D21,T0500,0.0
Y2018,Şubat,D21,T0600,0.0
Y2018,Şubat,D21,T0700,0.0
Y2018,Şubat,D21,T0800,0.0
Y2018,Şubat,D21,T0900,0.0
Y2018,Şubat,D21,T1000,0.0
Y2018,Şubat,D21,T1100,0.0
Y2018,Şubat,D21,T1200,0.0
Y2018,Şubat,D21,T1300,0.0
Y2018,Şubat,D21,T1400,0.0
Y2018,Şubat,D21,T1500,0.0
Y2018,Şubat,D21,T1600,0.0
Y2018,Şubat,D21,T1700,0.0
Y2018,Şubat,D21,T1800,0.0
Y2018,Şubat,D21,T1900,0.0
Y2018,Şubat,D21,T2000,0.0
Y2018,Şubat,D21,T2100,0.0
Y2018,Şubat,D21,T2200,0.0
Y2018,Şubat,D21,T2300,0.0
Y2018,Şubat,D22,T0000,0.0
Y2018,Şubat,D22,T0100,0.0
Y2018,Şubat,D22,T0200,0.0
Y2018,Şubat,D22,T0300,0.0
Y2018,Şubat,D22,T0400,0.0
Y2018,Şubat,D22,T0500,0.0
Y2018,Şubat,D22,T0600,0.0
Y2018,Şubat,D22,T0700,0.0
Y2018,Şubat,D22,T0800,0.0
Y2018,Şubat,D22,T0900,0.0
Y2018,Şubat,D22,T1000,0.0
Y2018,Şubat,D22,T1100,0.0
Y2018,Şubat,D22,T1200,0.0
Y2018,Şubat,D22,T1300,0.0
Y2018,Şubat,D22,T1400,0.0
Y2018,Şubat,D22,T1500,0.0
Y2018,Şubat,D22,T1600,0.0
Y2018,Şubat,D22,T1700,0.0
Y2018,Şubat,D22,T1800,0.0
Y2018,Şubat,D22,T1900,0.0
Y2018,Şubat,D22,T2000,0.0
Y2018,Şubat,D22,T2100,0.0
Y2018,Şubat,D22,T2200,0.0
Y2018,Şubat,D22,T2300,0.0
Y2018,Şubat,D23,T0000,0.0
Y2018,Şubat,D23,T0100,0.0
Y2018,Şubat,D23,T0200,0.0
Y2018,Şubat,D23,T0300,0.0
Y2018,Şubat,D23,T0400,0.0
Y2018,Şubat,D23,T0500,0.0
Y2018,Şubat,D23,T0600,0.0
Y2018,Şubat,D23,T0700,0.0
Y2018,Şubat,D23,T0800,0.0
Y2018,Şubat,D23,T0900,0.0
Y2018,Şubat,D23,T1000,0.0
Y2018,Şubat,D23,T1100,0.0
Y2018,Şubat,D23,T1200,0.0
Y2018,Şubat,D23,T1300,0.0
Y2018,Şubat,D23,T1400,0.0
Y2018,Şubat,D23,T1500,0.0
Y2018,Şubat,D23,T1600,0.0
Y2018,Şubat,D23,T1700,0.0
Y2018,Şubat,D23,T1800,0.0
Y2018,Şubat,D23,T1900,0.0
Y2018,Şubat,D23,T2000,0.0
Y2018,Şubat,D23,T2100,0.0
Y2018,Şubat,D23,T2200,0.0
Y2018,Şubat,D23,T2300,0.0
Y2018,Şubat,D24,T0000,0.0
Y2018,Şubat,D24,T0100,0.0
Y2018,Şubat,D24,T0200,0.0
Y2018,Şubat,D24,T0300,0.0
Y2018,Şubat,D24,T0400,0.0
Y2018,Şubat,D24,T0500,0.0
Y2018,Şubat,D24,T0600,0.0
Y2018,Şubat,D24,T0700,0.0
Y2018,Şubat,D24,T0800,0.0
Y2018,Şubat,D24,T0900,0.0
Y2018,Şubat,D24,T1000,0.0
Y2018,Şubat,D24,T1100,0.0
Y2018,Şubat,D24,T1200,0.0
Y2018,Şubat,D24,T1300,0.0
Y2018,Şubat,D24,T1400,0.0
Y2018,Şubat,D24,T1500,0.0
Y2018,Şubat,D24,T1600,0.0
Y2018,Şubat,D24,T1700,0.0
Y2018,Şubat,D24,T1800,0.0
Y2018,Şubat,D24,T1900,0.0
Y2018,Şubat,D24,T2000,0.0
Y2018,Şubat,D24,T2100,0.0
Y2018,Şubat,D24,T2200,0.0
Y2018,Şubat,D24,T2300,0.0
Y2018,Şubat,D25,T0000,0.0
Y2018,Şubat,D25,T0100,0.0
Y2018,Şubat,D25,T0200,0.0
Y2018,Şubat,D25,T0300,0.0
Y2018,Şubat,D25,T0400,0.0
